0	-0.985385744	-0.492692872	0.492692872	12.3173218
1	-1.478300034	-0.985533356	0	12.31916695
2	-1.971550526	-0.492887631	0	11.82930316
3	-0.985542583	-0.492771292	0.492771292	11.826511
4	-1.477578485	-0.492526162	0	12.31315404
5	-1.477739335	-0.985159556	0.492579778	11.82191468
6	-1.477176151	-0.49239205	-0.49239205	11.81740921
7	-1.477152149	-0.984768099	0.49238405	12.80198529
8	-1.477215429	0	0.492405143	11.32531829
9	-1.477086693	-0.492362231	0	12.30905577
10	-1.477094693	-0.984729795	0.492364898	11.81675754
11	-0.984937838	0	0	12.31172298
12	-1.477312906	-0.98487527	0.492437635	11.81850325
13	-1.477356556	-0.492452185	0	11.81885245
14	-1.969622512	-0.492405628	0	11.81773507
15	-1.477342733	-0.984895155	0	11.81874187
16	-0.984974703	0	0.492487352	12.31218379
17	-1.969791281	-0.98489564	0	11.81874769
18	-1.477237251	-0.492412417	0	11.81789801
19	-0.984853446	-0.492426723	0.984853446	12.31066808
20	-1.969422743	-0.984711371	-0.492355686	11.81653646
21	-1.47728017	-0.492426723	0.492426723	11.81824136
22	-0.984777797	0	0	12.80211136
23	-1.970152194	-0.985076097	0	11.32837512
24	-0.985187218	-0.492593609	0.492593609	12.31484022
25	-1.477243798	-0.492414599	0.492414599	12.31036498
26	-1.477422764	-0.492474255	0	11.81938211
27	-1.477862361	-0.985241574	0	11.82289889
28	-1.477757533	-0.492585844	0	11.82206026
29	-1.477785194	0	0.492595065	12.31487662
30	-1.477756077	-0.985170718	0	11.82204861
31	-1.4778296	-0.492609867	0	11.8226368
32	-1.477999242	-0.492666414	0.492666414	12.31666035
33	-0.985331857	-0.492665929	0	12.31664822
34	-1.477975942	-0.492658647	0.492658647	11.82380753
35	-1.477883474	-0.492627825	0	11.82306779
36	-0.985244486	-0.492622243	0.492622243	12.31555607
37	-1.477990504	-0.492663501	0	11.82392404
38	-1.477738607	-0.985159071	0	11.82190885
39	-0.985187703	-0.492593851	0	12.31484629
40	-1.477780098	-0.492593366	0	11.82224079
41	-0.985546954	-0.492773477	0.492773477	12.31933692
42	-1.477636707	-0.492545569	0	11.82109366
43	-1.477772819	-0.49259094	0	12.31477349
44	-0.985455174	-0.492727587	0.985455174	12.31818968
45	-1.478575442	-0.492858481	-0.492858481	11.82860353
46	-0.985697529	-0.492848764	0.492848764	12.32121911
47	-1.478372155	-0.492790718	0	11.82697724
48	-0.985465857	-0.985465857	0.492732928	12.31832321
49	-1.47807716	-0.492692387	0	11.82461728
50	-1.477908228	-0.492636076	0	11.82326582
51	-0.985327974	-0.492663987	0	12.31659967
52	-1.477949001	-0.492649667	0.492649667	12.31624167
53	-1.477963563	-0.985309042	0	11.82370851
54	-0.98500381	0	0.492501905	12.31254762
55	-1.477930798	-0.985287199	0	11.82344639
56	-0.985294965	-0.492647483	0.492647483	12.31618707
57	-0.985351275	0	0	12.31689094
58	-1.97081227	-0.985406135	0	11.82487362
59	-0.985819966	-0.492909983	0	11.82983959
60	-1.477920605	-0.492640202	0.492640202	12.31600504
