16 274 5.226277 0 125.861314 259.912539
130 274 6.543796 0 129.806569 247.703265
148 274 7.361314 0 131.693431 249.500814
328 170 5.711765 0 196.270588 212.552072
100 143 4.069930 0 244.552448 535.941139
257 113 5.929204 0 301.814159 389.075181
1000 111 6.108108 0 304.180180 277.193085
246 113 6.929204 0 306.858407 401.989930
94 111 4.891892 0 316.558559 579.536612
407 104 4.519231 0 318.528846 396.633223
71 57 5.491228 0 549.543860 295.260585
367 59 3.000000 0 552.898305 692.732554
409 59 3.949153 0 560.152542 683.266996
55 57 7.000000 0 573.403509 367.039383
202 54 3.981481 0 577.703704 390.202485
12 54 1.000000 0 581.666667 694.583899
237 59 6.949153 0 586.050847 692.925005
79 54 5.981481 0 596.055556 392.113990
384 54 4.000000 0 605.370370 683.907998
29 50 1.000000 0 621.440000 703.371696
427 54 6.000000 0 622.537037 680.779421
397 50 3.000000 0 638.860000 692.651718
249 50 5.000000 0 661.360000 711.287881
244 50 6.000000 0 672.960000 706.751294
231 50 7.000000 0 684.560000 714.292223
172 50 8.000000 0 696.600000 721.574654
152 28 4.000000 0 1083.142857 657.655570
296 29 6.000000 0 1092.206897 640.263972
203 29 5.000000 0 1094.137931 687.088809
171 28 5.000000 0 1099.785714 657.631416
292 29 7.000000 0 1112.206897 656.491287
331 29 9.000000 0 1171.275862 718.079736
204 25 4.960000 0 1212.120000 713.370955
46 25 6.960000 0 1245.800000 700.762115
323 25 7.960000 0 1262.680000 694.185513
