100 141 3.304965 0 144.460993 200.124452
16 260 5.988462 0 154.015385 220.416036
130 260 5.861538 0 160.965385 249.197990
148 260 6.623077 0 172.853846 250.262000
328 175 6.451429 0 193.794286 322.095678
10 112 6.642857 0 293.017857 310.280953
94 113 4.327434 0 320.646018 489.669298
257 89 6.056180 0 396.775281 362.799206
407 86 4.546512 0 398.534884 344.607844
246 89 7.056180 0 402.247191 362.932497
71 65 5.523077 0 471.430769 370.364833
55 70 6.985714 0 475.442857 475.171567
202 67 3.985075 0 475.880597 478.075979
79 67 5.985075 0 490.313433 479.465235
12 45 1.000000 0 718.422222 705.986233
384 47 4.000000 0 718.659574 600.812880
427 47 6.000000 0 739.468085 606.433646
367 42 3.000000 0 764.785714 453.226818
409 42 4.000000 0 776.095238 451.755578
237 42 7.000000 0 811.333333 456.683298
29 38 1.000000 0 832.078947 675.097225
397 39 3.000000 0 837.487179 645.642540
249 39 5.000000 0 863.538462 658.708016
152 34 4.000000 0 873.588235 522.071986
244 39 6.000000 0 877.871795 653.875531
171 34 5.000000 0 886.117647 516.430309
231 39 7.000000 0 891.461538 651.344220
203 36 4.972222 0 900.583333 802.916365
172 39 8.000000 0 905.128205 653.158291
331 36 8.972222 0 954.833333 792.485080
204 31 5.000000 0 981.612903 618.022060
296 31 6.000000 0 997.290323 679.348611
292 31 7.000000 0 1010.064516 670.213351
46 31 7.000000 0 1013.709677 627.144142
323 31 8.000000 0 1032.612903 642.103564
