3117000000 16 1 1
3117000000 94 6 2
3117000000 390 16 3
3117000000 130 2 4
3117000000 12 20 5
3117000000 419 18 6
3117000000 100 4 7
3117000000 148 3 8
3117000000 10 7 9
3117000000 427 8 10
3117000000 152 34 11
3117000000 9 23 12
3117000000 29 25 13
3117000000 257 5 14
3117000000 171 36 15
3117000000 384 24 16
3117000000 249 9 17 
3117000000 202 14 18
3117000000 71 13 19
3117000000 367 26 20
3117000000 397 28 21
3117000000 407 11 22
3117000000 55 37 23
3117000000 237 10 24
3117000000 409 27 25
3117000000 204 15 26
3117000000 79 17 27
3117000000 328 38 28
3117000000 246 12 29
3117000000 46 19 30
3117000000 244 30  31
3117000000 323 21 32
3117000000 231 31 33
3117000000 331 22 34
3117000000 296 32 35
3117000000 172 29 36
3117000000 292 33 37
3117000000 334 35 38
3354000000 16 1 1
3354000000 94 6 2
3354000000 390 16 3
3354000000 130 2 4
3354000000 12 20 5
3354000000 419 18 6
3354000000 100 4 7
3354000000 148 3 8
3354000000 10 7 9
3354000000 427 8 10
3354000000 152 34 11
3354000000 9 23 12
3354000000 29 25 13
3354000000 257 5 14
3354000000 171 36 15
3354000000 384 24 16
3354000000 249 9 17 
3354000000 202 14 18
3354000000 71 13 19
3354000000 367 26 20
3354000000 397 28 21
3354000000 407 11 22
3354000000 55 37 23
3354000000 237 10 24
3354000000 409 27 25
3354000000 204 15 26
3354000000 79 17 27
3354000000 328 38 28
3354000000 246 12 29
3354000000 46 19 30
3354000000 244 30  31
3354000000 323 21 32
3354000000 231 31 33
3354000000 331 22 34
3354000000 296 32 35
3354000000 172 29 36
3354000000 292 33 37
3354000000 334 35 38
3644000000 16 1 1
3644000000 94 6 2
3644000000 130 2 4
3644000000 12 20 5
3644000000 419 18 6
3644000000 100 4 7
3644000000 148 3 8
3644000000 10 7 9
3644000000 427 8 10
3644000000 152 34 11
3644000000 9 23 12
3644000000 29 25 13
3644000000 257 5 14
3644000000 171 36 15
3644000000 384 24 16
3644000000 249 9 17 
3644000000 202 14 18
3644000000 71 13 19
3644000000 367 26 20
3644000000 397 28 21
3644000000 407 11 22
3644000000 55 37 23
3644000000 237 10 24
3644000000 409 27 25
3644000000 204 15 26
3644000000 79 17 27
3644000000 328 38 28
3644000000 246 12 29
3644000000 46 19 30
3644000000 244 30  31
3644000000 323 21 32
3644000000 231 31 33
3644000000 331 22 34
3644000000 296 32 35
3644000000 172 29 36
3644000000 292 33 37
3644000000 334 35 38
3798000000 16 1 1
3798000000 94 6 2
3798000000 12 20 5
3798000000 419 18 6
3798000000 100 4 7
3798000000 148 3 8
3798000000 10 7 9
3798000000 427 8 10
3798000000 152 34 11
3798000000 9 23 12
3798000000 29 25 13
3798000000 257 5 14
3798000000 171 36 15
