2370000000 100 5 1
2370000000 12 16 2
2370000000 328 4 3
2370000000 130 2 4
2370000000 94 9 5
2370000000 29 20 6
2370000000 16 1 7
2370000000 1000 7 8
2370000000 148 3 9
2370000000 367 12 10 
2370000000 397 22 11
2370000000 202 15 12
2370000000 409 13 13
2370000000 384 19 14
2370000000 152 27 15
2370000000 407 10 16
2370000000 203 29 17
2370000000 257 6 18
2370000000 171 30 19
2370000000 249 23 20
2370000000 79 18 21
2370000000 427 21 22
2370000000 204 33 23
2370000000 246 8 24
2370000000 71 11 25
2370000000 55 14 26
2370000000 244 24 27
2370000000 237 17 28
2370000000 46 34 29
2370000000 231 25 30
2370000000 323 35 31
2370000000 172 26 32
2370000000 331 32 33
2370000000 296 28 34
2370000000 292 31 35
2703000000 100 5 1
2703000000 12 16 2
2703000000 328 4 3
2703000000 130 2 4
2703000000 94 9 5
2703000000 29 20 6
2703000000 16 1 7
2703000000 1000 7 8
2703000000 148 3 9
2703000000 367 12 10 
2703000000 397 22 11
2703000000 202 15 12
2703000000 409 13 13
2703000000 384 19 14
2703000000 152 27 15
2703000000 407 10 16
2703000000 203 29 17
2703000000 257 6 18
2703000000 171 30 19
2703000000 249 23 20
2703000000 79 18 21
2703000000 427 21 22
2703000000 204 33 23
2703000000 246 8 24
2703000000 71 11 25
2703000000 55 14 26
2703000000 244 24 27
2703000000 237 17 28
2703000000 46 34 29
2703000000 231 25 30
2703000000 323 35 31
2703000000 172 26 32
2703000000 331 32 33
2703000000 296 28 34
2703000000 292 31 35
2705000000 100 5 1
2705000000 12 16 2
2705000000 328 4 3
2705000000 130 2 4
2705000000 94 9 5
2705000000 29 20 6
2705000000 16 1 7
2705000000 1000 7 8
2705000000 148 3 9
2705000000 367 12 10 
2705000000 397 22 11
2705000000 202 15 12
2705000000 409 13 13
2705000000 384 19 14
2705000000 152 27 15
2705000000 407 10 16
2705000000 203 29 17
2705000000 257 6 18
2705000000 171 30 19
2705000000 249 23 20
2705000000 79 18 21
2705000000 427 21 22
2705000000 204 33 23
2705000000 246 8 24
2705000000 71 11 25
2705000000 55 14 26
2705000000 244 24 27
2705000000 237 17 28
2705000000 46 34 29
2705000000 231 25 30
2705000000 323 35 31
2705000000 172 26 32
2705000000 331 32 33
2705000000 296 28 34
2705000000 292 31 35
2963000000 100 5 1
2963000000 12 16 2
2963000000 328 4 3
2963000000 94 9 5
2963000000 29 20 6
2963000000 16 1 7
2963000000 1000 7 8
2963000000 148 3 9
2963000000 367 12 10 
2963000000 397 22 11
2963000000 202 15 12
2963000000 409 13 13
2963000000 384 19 14
2963000000 152 27 15
2963000000 407 10 16
2963000000 203 29 17
2963000000 257 6 18
2963000000 171 30 19
2963000000 249 23 20
2963000000 79 18 21
2963000000 427 21 22
2963000000 204 33 23
2963000000 246 8 24
2963000000 71 11 25
