2350000000 100 1
2350000000 94 2
2350000000 130 3
2350000000 12 4
2350000000 148 5
2350000000 10 6
2350000000 328 7
2350000000 202 8
2350000000 16 9
2350000000 152 10
2350000000 29 11
2350000000 203 12
2350000000 384 13
2350000000 171 14
2350000000 367 15
2350000000 71 16
2350000000 79 17
2350000000 407 18
2350000000 204 19
2350000000 409 20
2350000000 296 21
2350000000 397 22
2350000000 55 23
2350000000 257 24
2350000000 427 25
2350000000 292 26
2350000000 46 27
2350000000 246 28
2350000000 249 29
2350000000 323 30
2350000000 331 31
2350000000 237 32
2350000000 244 33
2350000000 231 34
2350000000 172 35
2827000000 100 1
2827000000 94 2
2827000000 130 3
2827000000 12 4
2827000000 148 5
2827000000 10 6
2827000000 328 7
2827000000 202 8
2827000000 16 9
2827000000 152 10
2827000000 29 11
2827000000 203 12
2827000000 384 13
2827000000 171 14
2827000000 367 15
2827000000 71 16
2827000000 79 17
2827000000 407 18
2827000000 204 19
2827000000 409 20
2827000000 296 21
2827000000 397 22
2827000000 55 23
2827000000 257 24
2827000000 427 25
2827000000 292 26
2827000000 46 27
2827000000 246 28
2827000000 249 29
2827000000 323 30
2827000000 331 31
2827000000 237 32
2827000000 244 33
2827000000 231 34
2827000000 172 35
2923000000 100 1
2923000000 94 2
2923000000 12 4
2923000000 148 5
2923000000 10 6
2923000000 328 7
2923000000 202 8
2923000000 16 9
2923000000 152 10
2923000000 29 11
2923000000 203 12
2923000000 384 13
2923000000 171 14
2923000000 367 15
2923000000 71 16
2923000000 79 17
2923000000 407 18
2923000000 204 19
2923000000 409 20
2923000000 296 21
2923000000 397 22
2923000000 55 23
2923000000 257 24
2923000000 427 25
2923000000 292 26
2923000000 46 27
2923000000 246 28
2923000000 249 29
2923000000 323 30
2923000000 331 31
2923000000 237 32
2923000000 244 33
2923000000 231 34
2923000000 172 35
2939000000 100 1
2939000000 94 2
2939000000 12 4
2939000000 148 5
2939000000 10 6
2939000000 328 7
2939000000 202 8
2939000000 16 9
2939000000 152 10
2939000000 29 11
2939000000 203 12
2939000000 384 13
2939000000 171 14
2939000000 367 15
2939000000 71 16
2939000000 79 17
2939000000 407 18
2939000000 204 19
2939000000 409 20
2939000000 296 21
2939000000 397 22
2939000000 55 23
2939000000 257 24
2939000000 427 25
2939000000 292 26
2939000000 46 27
2939000000 246 28
2939000000 249 29
2939000000 323 30
2939000000 331 31
2939000000 237 32
2939000000 244 33
2939000000 231 34
2939000000 172 35
3014000000 100 1
3014000000 94 2
3014000000 12 4
3014000000 148 5
3014000000 10 6
3014000000 328 7
3014000000 202 8
3014000000 16 9
3014000000 152 10
3014000000 29 11
3014000000 203 12
3014000000 384 13
3014000000 171 14
3014000000 367 15
3014000000 71 16
3014000000 79 17
3014000000 407 18
3014000000 204 19
3014000000 409 20
3014000000 296 21
3014000000 397 22
3014000000 55 23
3014000000 257 24
3014000000 427 25
3014000000 292 26
3014000000 46 27
3014000000 246 28
3014000000 249 29
3014000000 323 30
3014000000 331 31
3014000000 237 32
3014000000 244 33
3014000000 231 34
3014000000 172 35
3221000000 100 1
3221000000 94 2
3221000000 12 4
3221000000 148 5
3221000000 10 6
3221000000 328 7
3221000000 202 8
3221000000 16 9
3221000000 152 10
3221000000 29 11
3221000000 203 12
3221000000 384 13
3221000000 171 14
3221000000 367 15
3221000000 71 16
3221000000 79 17
3221000000 407 18
3221000000 204 19
3221000000 409 20
3221000000 296 21
3221000000 397 22
3221000000 55 23
3221000000 257 24
3221000000 427 25
3221000000 292 26
3221000000 46 27
3221000000 246 28
3221000000 249 29
3221000000 323 30
3221000000 331 31
3221000000 237 32
3221000000 244 33
3221000000 231 34
3221000000 172 35
3229000000 100 1
3229000000 94 2
3229000000 12 4
3229000000 148 5
3229000000 10 6
3229000000 328 7
3229000000 202 8
3229000000 16 9
3229000000 152 10
3229000000 29 11
3229000000 203 12
3229000000 384 13
