2350000000 100 1
2350000000 94 7
2350000000 130 3
2350000000 12 15
2350000000 148 4
2350000000 10 6
2350000000 328 5
2350000000 202 13
2350000000 16 2
2350000000 152 24
2350000000 29 21
2350000000 203 28
2350000000 384 16
2350000000 171 26
2350000000 367 18
2350000000 71 11
2350000000 79 14
2350000000 407 9
2350000000 204 31
2350000000 409 19
2350000000 296 32
2350000000 397 22
2350000000 55 12
2350000000 257 8
2350000000 427 17
2350000000 292 33
2350000000 46 34
2350000000 246 10
2350000000 249 23
2350000000 323 35
2350000000 331 30
2350000000 237 20
2350000000 244 25
2350000000 231 27
2350000000 172 29
2827000000 100 1
2827000000 94 7
2827000000 130 3
2827000000 12 15
2827000000 148 4
2827000000 10 6
2827000000 328 5
2827000000 202 13
2827000000 16 2
2827000000 152 24
2827000000 29 21
2827000000 203 28
2827000000 384 16
2827000000 171 26
2827000000 367 18
2827000000 71 11
2827000000 79 14
2827000000 407 9
2827000000 204 31
2827000000 409 19
2827000000 296 32
2827000000 397 22
2827000000 55 12
2827000000 257 8
2827000000 427 17
2827000000 292 33
2827000000 46 34
2827000000 246 10
2827000000 249 23
2827000000 323 35
2827000000 331 30
2827000000 237 20
2827000000 244 25
2827000000 231 27
2827000000 172 29
2923000000 100 1
2923000000 94 7
2923000000 12 15
2923000000 148 4
2923000000 10 6
2923000000 328 5
2923000000 202 13
2923000000 16 2
2923000000 152 24
2923000000 29 21
2923000000 203 28
2923000000 384 16
2923000000 171 26
2923000000 367 18
2923000000 71 11
2923000000 79 14
2923000000 407 9
2923000000 204 31
2923000000 409 19
2923000000 296 32
2923000000 397 22
2923000000 55 12
2923000000 257 8
2923000000 427 17
2923000000 292 33
2923000000 46 34
2923000000 246 10
2923000000 249 23
2923000000 323 35
2923000000 331 30
2923000000 237 20
2923000000 244 25
2923000000 231 27
2923000000 172 29
2939000000 100 1
2939000000 94 7
2939000000 12 15
2939000000 148 4
2939000000 10 6
2939000000 328 5
2939000000 202 13
2939000000 16 2
2939000000 152 24
2939000000 29 21
2939000000 203 28
2939000000 384 16
2939000000 171 26
2939000000 367 18
2939000000 71 11
2939000000 79 14
2939000000 407 9
2939000000 204 31
2939000000 409 19
2939000000 296 32
2939000000 397 22
2939000000 55 12
2939000000 257 8
2939000000 427 17
2939000000 292 33
2939000000 46 34
2939000000 246 10
2939000000 249 23
2939000000 323 35
2939000000 331 30
2939000000 237 20
2939000000 244 25
2939000000 231 27
2939000000 172 29
3014000000 100 1
3014000000 94 7
3014000000 12 15
3014000000 148 4
3014000000 10 6
3014000000 328 5
3014000000 202 13
3014000000 16 2
3014000000 152 24
3014000000 29 21
3014000000 203 28
3014000000 384 16
3014000000 171 26
3014000000 367 18
3014000000 71 11
3014000000 79 14
3014000000 407 9
3014000000 204 31
3014000000 409 19
3014000000 296 32
3014000000 397 22
3014000000 55 12
3014000000 257 8
3014000000 427 17
3014000000 292 33
3014000000 46 34
3014000000 246 10
3014000000 249 23
3014000000 323 35
3014000000 331 30
3014000000 237 20
3014000000 244 25
3014000000 231 27
3014000000 172 29
3221000000 100 1
3221000000 94 7
3221000000 12 15
3221000000 148 4
3221000000 10 6
3221000000 328 5
3221000000 202 13
3221000000 16 2
3221000000 152 24
3221000000 29 21
3221000000 203 28
3221000000 384 16
3221000000 171 26
3221000000 367 18
3221000000 71 11
3221000000 79 14
3221000000 407 9
3221000000 204 31
3221000000 409 19
3221000000 296 32
3221000000 397 22
3221000000 55 12
3221000000 257 8
3221000000 427 17
3221000000 292 33
3221000000 46 34
3221000000 246 10
3221000000 249 23
3221000000 323 35
3221000000 331 30
3221000000 237 20
3221000000 244 25
3221000000 231 27
3221000000 172 29
3229000000 100 1
3229000000 94 7
3229000000 12 15
3229000000 148 4
3229000000 10 6
3229000000 328 5
3229000000 202 13
3229000000 16 2
3229000000 152 24
3229000000 29 21
3229000000 203 28
3229000000 384 16
3229000000 171 26
3229000000 367 18
3229000000 71 11
3229000000 79 14
3229000000 407 9
3229000000 204 31
3229000000 409 19
3229000000 296 32
3229000000 397 22
3229000000 55 12
3229000000 257 8
3229000000 427 17
3229000000 292 33
3229000000 46 34
3229000000 246 10
3229000000 249 23
3229000000 323 35
3229000000 331 30
3229000000 237 20
3229000000 244 25
3229000000 231 27
3229000000 172 29
3271000000 100 1
3271000000 94 7
3271000000 12 15
3271000000 148 4
3271000000 10 6
3271000000 328 5
3271000000 202 13
3271000000 16 2
3271000000 152 24
3271000000 29 21
3271000000 203 28
3271000000 384 16
3271000000 171 26
3271000000 367 18
3271000000 71 11
3271000000 79 14
3271000000 407 9
3271000000 204 31
3271000000 409 19
3271000000 296 32
3271000000 397 22
3271000000 55 12
3271000000 257 8
3271000000 427 17
3271000000 292 33
3271000000 46 34
3271000000 246 10
3271000000 249 23
3271000000 323 35
3271000000 331 30
3271000000 237 20
3271000000 244 25
3271000000 231 27
3271000000 172 29
3309000000 100 1
3309000000 94 7
3309000000 12 15
3309000000 148 4
3309000000 10 6
3309000000 328 5
3309000000 202 13
3309000000 16 2
3309000000 152 24
3309000000 29 21
3309000000 203 28
3309000000 384 16
3309000000 171 26
3309000000 367 18
3309000000 71 11
3309000000 79 14
3309000000 407 9
3309000000 204 31
3309000000 409 19
3309000000 296 32
3309000000 397 22
3309000000 55 12
3309000000 257 8
3309000000 427 17
3309000000 292 33
3309000000 46 34
3309000000 246 10
3309000000 249 23
3309000000 323 35
3309000000 331 30
3309000000 237 20
3309000000 244 25
3309000000 231 27
3309000000 172 29
3439000000 100 1
3439000000 94 7
3439000000 12 15
3439000000 148 4
3439000000 10 6
3439000000 328 5
3439000000 202 13
3439000000 16 2
3439000000 152 24
3439000000 29 21
3439000000 203 28
3439000000 384 16
3439000000 171 26
3439000000 367 18
3439000000 71 11
3439000000 79 14
3439000000 407 9
3439000000 204 31
3439000000 409 19
3439000000 296 32
3439000000 397 22
3439000000 55 12
3439000000 257 8
3439000000 427 17
3439000000 292 33
3439000000 46 34
3439000000 246 10
3439000000 249 23
3439000000 323 35
3439000000 331 30
3439000000 237 20
3439000000 244 25
3439000000 231 27
3439000000 172 29
3477000000 100 1
3477000000 94 7
3477000000 12 15
3477000000 10 6
3477000000 328 5
3477000000 202 13
3477000000 16 2
3477000000 152 24
3477000000 29 21
3477000000 203 28
3477000000 384 16
3477000000 171 26
3477000000 367 18
3477000000 71 11
3477000000 79 14
3477000000 407 9
3477000000 204 31
3477000000 409 19
3477000000 296 32
3477000000 397 22
3477000000 55 12
3477000000 257 8
3477000000 427 17
3477000000 292 33
3477000000 46 34
3477000000 246 10
3477000000 249 23
3477000000 323 35
3477000000 331 30
3477000000 237 20
3477000000 244 25
